course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_score_mean,gem_score_median,gem_score_mode,gem_score_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_score,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2023
GENED 1144,Mental Health and Mental Illness Through Literature and the Arts 001,Thornber,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6bb756f94c1bbc6e61f7fdfed3e511e651c1635eb410a4d9c7386d200950f47c0be6a7db24f0a2422f551f8650e0e00e&ReportType=2&regl=en-US,FAS-220118-2228-1-1-001,FAS-220118-2228-1-1-001(Thornber),154.0,188.0,3.76,4.0,4.0,0.9412542674323426,4.18,4.0,5.0,0.9326296048260424,4.93,4.0,4.0,2.63,3.82,4.0,4.0,1.06,0.5625625,0.76215,0.8074,0.47444172717588,0.034090909090909,0.0,0.0,0.1825026302039177,"This class was amazing. As someone who is passionate about mental health and illness, I learned so much from the readings and discussions and the people in this class. It is a class with a decent amount of reading, but it is so worth it and manageable.  I also appreciated how in classes where I could not complete the reading, I did not feel too behind because we discussed it in lecture. As long as I familiarized myself with the text by the midterm, I was ok. Section was also really rewarding, and I did not feel pressured to speak merely for participation because I genuinely wanted to talk and engage with the great ideas and experiences mentioned. I also think the capstone project was reasonable and for me, rewarding. Like anything this class is what you want to make out of it and if you want to make the best out of it, it will be extremely worth it.",0.994,"This course has a moderate/chill workload, but it is overwhelmingly boring and has a weird structure. I cannot really tell you the big picture/broad overarching themes of this course. I feel like the plot was not clear and never became clear; the course material focused on mental illness representations across the globe and was reading–heavy but the discussion was never centered around the arts as a whole. We only read memoirs and looked at paintings once or twice during a presentation from the Harvard Art Museums. Beyond that, the course was just a regurgitation of ""those who are mentally ill struggle"" and ""mental health stigma is bad"" every week. Professor is receptive to feedback; we expressed that the readings were too much and she trimmed it down. However, when we said the course was not engaging, she decided to throw more busy work at us with polls and random useless response questions on Canvas. This was a drag and did not add anything special to the class. By not engaging, we meant that the course material she discussed at length was boring. Once again, just repetition. No unique focus on art styles or psychology or social constructions of stigma/bias. Just surface level engagement discussing the very nuanced topic of mental health/illness. The grading breakdown is generous and you can definitely pass but it will feel like a drag sometimes due to the busy work. Harsh or lenient grading depends on your TF.  Teaching staff was useless, no offense. Did not particularly enjoy section with my TF Lizzie. Overall the class was decent but not change–your–life worthy.",-0.9909,"This class is a great Gen–Ed. Wouldn't qualify it as a gem especially because of the midterm, which requires you to actually have done pretty much all the readings up until that point in the semester. However, I feel like I got a lot out of this class – so I would recommend taking it. The final project is very open–ended, so you'd get the chance to explore pretty much any topic related to mental health!",0.9522,,,,,,,,,
GENED 1146,Race and Justice 001,Shelby,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b0f920b6da3c0ebf7080321f6702afc449f2d80eea9dd1c6e29e45cf4d6f4e752507e62b318c2aa319991fbeffdf5c9f&ReportType=2&regl=en-US,FAS-212856-2228-1-1-001,FAS-212856-2228-1-1-001(Shelby),115.0,136.0,3.96,4.0,5.0,0.9467365204570816,4.25,5.0,5.0,0.8851582653058012,3.76,3.0,3.0,1.83,4.16,4.0,4.0,0.81,0.4795275,0.59865,0.0,0.441790730705364,0.0,0.0,0.0,0.0,"I enjoyed this class and felt like I got a lot out of it, but I would warn future students that at its core it is a class about race philosophy and general racial theory, which to me it was not marketed as. I was expecting to talk more about real–world applications and this class (while great) was not that. It often felt to me detached from the structural problems I was expecting to discuss because of the purely theoretical nature of its readings. But it is a perfectly fine class for people who are expecting and eager to get philosophical, and if you like theory I would recommend!A big part of the class/section is formatted towards the understanding of argument formats in specific readings and situations and how to replicate them/make a good argument yourself, which is very helpful but again only really from a philosophy perspective.Professor Shelby is a great guy and clearly cares a lot about the material; some of the readings are pretty arduous and he makes them easy to understand.The TFs are amazing and so helpful in the same manner; use them! :)",0.9946,"I'm not sure that any Ethics & Civics course at Harvard would be particularly good, but this one certainly wasn't. I do like Professor Shelby though, and I would say to choose a class for this requirement that is taught by a poc/non–white person. It is so important to have someone who understands the issues facing minorities leading these courses. I think my experience in this class would have been even worse if the course head was a detached, clueless white man.",-0.6187,,0.0,,,,,,,,,
GENED 1148,"Moctezuma’s Mexico Then and Now: Aztec Empire, Race Mixture, and Finding LatinX 001",Carrasco,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=eb1cb88997cc5bac1c743b400c1a5104acb4490498b60c74061f9a4480bfdead16bf10bf09168706ae751ff3e440dfbd&ReportType=2&regl=en-US,FAS-112754-2228-1-1-001,FAS-112754-2228-1-1-001(Carrasco),62.0,83.0,3.7,4.0,3.0,0.917544696709484,4.14,4.0,5.0,1.088918075089869,3.33,3.0,3.0,1.73,3.79,4.0,4.0,1.06,0.5144052631578947,0.743,0.0,0.4789753756993315,0.1052631578947368,0.0,0.0,0.3153017676423058,"Is the class a gem? In most regards, yes. There are copious amounts of reading but you do not have to do them, at least not in depth. There are only two assignments, a take home midterm and a final, which are supposed to be 6–7 pages but realistically are 20 pages (albeit a relatively easy 20 pages to write, defining terms and 2 short essays). Lectures are interesting — very unorganized, at times impossible to follow, but the professors are certainly passionate, many lectures feeling like sermons. Great, its a gem, but do you walk away with anything? Maybe. I was very lucky to have Leonardo as my section leader who organized the often times scrambled readings and lectures into coherent lessons. I learned interesting stories about Aztec times and am grateful for a deeper understanding of Mexico’s cultural past, from the colonial days to revolution to present day Mexico, I have gained an understanding of the forces that have shaped today’s Mexico. I’ve walked away with a few interesting anthropological concepts that I doubt I will use in the future but I am grateful to have understood. In short, lecture did very little, the readings ocassionally helped (granted I only skimmed), and section was interesting and informative. Writing the final and the midterm forced me to draw connections and while I at times felt like I was making things up, I think was a valuable exercise (although wayyy too long). Do not take this class if you want a great interesting class — it is not that. If you are looking for a gem, take it. The workload is light and you will walk away having learned a handful of things.",0.9966,"This class is a very easy Gen Ed, workload is very light and your grade rides on around a 40% mid–term and 50% final.  However, these are take–home where you just have to write two short essays and some short answers. You get a week to do them, and the TFs usually grade nicely. As long as you hand in something that makes sense, you can probably leave this class with at least an A–.  (They even have extra credit projects that you can do.) Also, there are a bunch of weekly readings, but I stopped doing them midway into the semester because it wasn't really necessary. You can get by by skimming them considering that we didn't have any assignments on them. Also, lecture is fine, and it's great when Dr. Carrasco is the one lecturing, but if not then it's just a way to kill time.  They take attendance which is a bit annoying. Main problem with this class is that it can definitely be BORING. This might just depend on section, but mine was incredibly dry and I hated having to walk there each morning just to sit for over an hour and not get much done. It made me uninterested in the material for sure, which is why I wouldn't call this class a gem. Otherwise, if you're just trying to have a lighter workload, then this class is for you.",-0.8422,"Is the class a gem? In most regards, yes. There are copious amounts of reading but you do not have to do them, at least not in depth. There are only two assignments, a take home midterm and a final, which are supposed to be 6–7 pages but realistically are 20 pages (albeit a relatively easy 20 pages to write, defining terms and 2 short essays). Lectures are interesting — very unorganized, at times impossible to follow, but the professors are certainly passionate, many lectures feeling like sermons. Great, its a gem, but do you walk away with anything? Maybe. I was very lucky to have Leonardo as my section leader who organized the often times scrambled readings and lectures into coherent lessons. I learned interesting stories about Aztec times and am grateful for a deeper understanding of Mexico’s cultural past, from the colonial days to revolution to present day Mexico, I have gained an understanding of the forces that have shaped today’s Mexico. I’ve walked away with a few interesting anthropological concepts that I doubt I will use in the future but I am grateful to have understood. In short, lecture did very little, the readings ocassionally helped (granted I only skimmed), and section was interesting and informative. Writing the final and the midterm forced me to draw connections and while I at times felt like I was making things up, I think was a valuable exercise (although wayyy too long). Do not take this class if you want a great interesting class — it is not that. If you are looking for a gem, take it. The workload is light and you will walk away having learned a handful of things.",0.9966,112754,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,"Moctezuma’s Mexico Then and Now: Ancient Empire, Race Mixture, and Finding LatinX"
GENED 1148,"Moctezuma’s Mexico Then and Now: Aztec Empire, Race Mixture, and Finding LatinX 001",Fash,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8e3d40f2aaa4840b7b829459f5cb0e7a967d2e5ff2bd4d37aac85196d1e1cca38eb8265bf851f2977e0487da5c5f8482&ReportType=2&regl=en-US,FAS-112754-2228-1-1-001,FAS-112754-2228-1-1-001(Fash),62.0,83.0,3.7,4.0,3.0,0.917544696709484,4.32,5.0,5.0,1.096366819098518,3.33,3.0,3.0,1.73,3.79,4.0,4.0,1.06,0.5144052631578947,0.743,0.0,0.4789753756993315,0.1052631578947368,0.0,0.0,0.3153017676423058,"Is the class a gem? In most regards, yes. There are copious amounts of reading but you do not have to do them, at least not in depth. There are only two assignments, a take home midterm and a final, which are supposed to be 6–7 pages but realistically are 20 pages (albeit a relatively easy 20 pages to write, defining terms and 2 short essays). Lectures are interesting — very unorganized, at times impossible to follow, but the professors are certainly passionate, many lectures feeling like sermons. Great, its a gem, but do you walk away with anything? Maybe. I was very lucky to have Leonardo as my section leader who organized the often times scrambled readings and lectures into coherent lessons. I learned interesting stories about Aztec times and am grateful for a deeper understanding of Mexico’s cultural past, from the colonial days to revolution to present day Mexico, I have gained an understanding of the forces that have shaped today’s Mexico. I’ve walked away with a few interesting anthropological concepts that I doubt I will use in the future but I am grateful to have understood. In short, lecture did very little, the readings ocassionally helped (granted I only skimmed), and section was interesting and informative. Writing the final and the midterm forced me to draw connections and while I at times felt like I was making things up, I think was a valuable exercise (although wayyy too long). Do not take this class if you want a great interesting class — it is not that. If you are looking for a gem, take it. The workload is light and you will walk away having learned a handful of things.",0.9966,"This class is a very easy Gen Ed, workload is very light and your grade rides on around a 40% mid–term and 50% final.  However, these are take–home where you just have to write two short essays and some short answers. You get a week to do them, and the TFs usually grade nicely. As long as you hand in something that makes sense, you can probably leave this class with at least an A–.  (They even have extra credit projects that you can do.) Also, there are a bunch of weekly readings, but I stopped doing them midway into the semester because it wasn't really necessary. You can get by by skimming them considering that we didn't have any assignments on them. Also, lecture is fine, and it's great when Dr. Carrasco is the one lecturing, but if not then it's just a way to kill time.  They take attendance which is a bit annoying. Main problem with this class is that it can definitely be BORING. This might just depend on section, but mine was incredibly dry and I hated having to walk there each morning just to sit for over an hour and not get much done. It made me uninterested in the material for sure, which is why I wouldn't call this class a gem. Otherwise, if you're just trying to have a lighter workload, then this class is for you.",-0.8422,"Is the class a gem? In most regards, yes. There are copious amounts of reading but you do not have to do them, at least not in depth. There are only two assignments, a take home midterm and a final, which are supposed to be 6–7 pages but realistically are 20 pages (albeit a relatively easy 20 pages to write, defining terms and 2 short essays). Lectures are interesting — very unorganized, at times impossible to follow, but the professors are certainly passionate, many lectures feeling like sermons. Great, its a gem, but do you walk away with anything? Maybe. I was very lucky to have Leonardo as my section leader who organized the often times scrambled readings and lectures into coherent lessons. I learned interesting stories about Aztec times and am grateful for a deeper understanding of Mexico’s cultural past, from the colonial days to revolution to present day Mexico, I have gained an understanding of the forces that have shaped today’s Mexico. I’ve walked away with a few interesting anthropological concepts that I doubt I will use in the future but I am grateful to have understood. In short, lecture did very little, the readings ocassionally helped (granted I only skimmed), and section was interesting and informative. Writing the final and the midterm forced me to draw connections and while I at times felt like I was making things up, I think was a valuable exercise (although wayyy too long). Do not take this class if you want a great interesting class — it is not that. If you are looking for a gem, take it. The workload is light and you will walk away having learned a handful of things.",0.9966,112754,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,"Moctezuma’s Mexico Then and Now: Ancient Empire, Race Mixture, and Finding LatinX"
GENED 1166,Pluralism: Case Studies in American Diversity 001,Eck,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2c3871491c7ce1fa7c7e605aa052cdffb6b39a47f5642e309e46f82707fdbd7f179d8f4faadcc406718db1b36cbf8aed&ReportType=2&regl=en-US,FAS-118775-2228-1-1-001,FAS-118775-2228-1-1-001(Eck),21.0,26.0,4.28,5.0,5.0,0.9475345809933364,4.33,5.0,5.0,0.9540450828980884,3.0,3.0,3.0,0.94,4.18,4.0,5.0,0.95,0.79048,0.89405,0.0,0.2952761411891512,0.2,0.0,0.0,0.4216370213557839,"This is probably one of the more relaxed but engaging ethics and civics GenEd classes. The weekly workload is fairly light. The background readings are interesting and informative. However, if you are swamped for one week and don't have time, you will survive without them. The two papers are fun. Write a case study! (it isn't as long and is more fun) The case study method is a cool way of tangibly learning about religion in America. The classes themselves felt a little circular at times cause it was an echo chamber of agreement. However, I loved my section. Speak up in your section and challenge one another! it is honestly the only way to really get a lot out of this class. Elam is also fantastic if he is TFing again.",0.9901,,0.0,"This is a really underrated class! The case studies are really topical and fun to read, and the focus on Asian religions is not something you typically see in many other courses. The discussion–based nature of the course also keeps class interesting. The weekly workload is very light—just readings and one short discussion post. Students take turns leading section, which makes each one unique and exciting. The midterm short paper and final case study are also very manageable and give you the option to write about whatever interests you. The Ethics + Civics distinction can sometimes be daunting, but this class is really accessible and inclusive to students from all backgrounds. Definitely take this gem of a class!",0.871,118775,Primarily for Undergraduate Students,General Education,General Education,,None,Ethics and Civics,Lecture,Pluralism: Case Studies in American Diversity
GENED 1174,Life and Death in the Anthropocene 001,Oreskes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=af620d875ca7101a8349a77c9e5ea4ba23e833a69bc9341560b46fa774cb5a5c1429d81f7b98d9ba228e9e837324e556&ReportType=2&regl=en-US,FAS-218234-2228-1-1-001,FAS-218234-2228-1-1-001(Oreskes),19.0,24.0,4.72,5.0,5.0,0.451260859854213,4.86,5.0,5.0,0.348735088019777,4.0,4.0,4.0,1.37,4.67,5.0,5.0,0.49,0.7124714285714285,0.82645,0.9231,0.3143266219630868,0.0,0.0,0.0,0.0,"Really fun GENED. Decent amount of reading, but you don't have to do it all.  Very good if you're into climate change, and Prof. Oreskes is a pretty fantastic lecturer. Super interesting takes on big subjects, her lectures gave me great perspective on this material.",0.9865,,0.0,,0.0,,,,,,,,,
GENED 1175,"Vaccines: History, Science, Policy 001",Alter,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8f5fd409cf5f036c213d52a0168b9f3d8f4b2bedb36cd502fd21be6c7d3c1ac28a1c699126b6b25457adc2c7ce834adf&ReportType=2&regl=en-US,FAS-218475-2228-1-1-001,FAS-218475-2228-1-1-001(Alter),175.0,196.0,3.88,4.0,5.0,1.0313764461812058,3.94,4.0,5.0,1.008314230845801,3.78,3.0,3.0,2.51,4.03,4.0,4.0,0.93,0.65024375,0.80425,0.0,0.3742528015314166,0.06875,0.0,0.0,0.2726307606371108,"Such a great way to fulfill your Science and Tech Gened!!! First and foremost the course material is super interesting and timely. You get to explore vaccines from so many different angles and really understand why they have become such an important tool for public health. They bring in SUCH cool guest speakers pretty much every class for the second half of the semester, and you get to hear a variety of perspectives from real experts in the field. Highly recommend going to lecture because of how genuinely interesting I found it, but the other great thing about this course is that you can totally succeed without ever attending lecture. You have to write a one page response paper each week (with relatively simple prompts, never took me over 45 min), and as long as you quote from 2 of the readings you'll get full credit. Aside from the final project, that's really the only work you ever have in the class – pretty gemmy if you ask me.",0.9869,"I had taken the course with certain expectations –– relatively low workload, engaging guest lectures, etc., but that was definitely not my experience in the course. It ended up being a lot more work than expected and they only made it harder (by establishing more guidelines on the weekly response papers). It's very likely that they are going to enforce an attendance policy, and the class being at 9AM will kill you. I also felt that the podcast being the final project was something that wasn't my style. If you're looking for a gem, this ain't it.",-0.5106,"Take! This! Course! It is a true GEM.  The final project is worked on throughout this semester so it isn't too overwhelming at the end and there's only one paper a week (+ two drops allowed). Also, I don't think she'll be TFing this course next year but Sara was hands down the best section leader that I've had at my time at Harvard. She made all the information super applicable and memorized everyone's name in the class and kept everyone engaged. An amazing yet easy course that I would 100% recommend.",0.9858,,,,,,,,,
GENED 1175,"Vaccines: History, Science, Policy 001",Brandt,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=916107c5cf420c6a06597d829e0dc412705f07ab5023580b3ede7d8a826af24a807c218342e9708c2be023b3f9c7cb4b&ReportType=2&regl=en-US,FAS-218475-2228-1-1-001,FAS-218475-2228-1-1-001(Brandt),175.0,196.0,3.88,4.0,5.0,1.0313764461812058,4.47,5.0,5.0,0.8092895000860292,3.78,3.0,3.0,2.51,4.03,4.0,4.0,0.93,0.65024375,0.80425,0.0,0.3742528015314166,0.06875,0.0,0.0,0.2726307606371108,"Such a great way to fulfill your Science and Tech Gened!!! First and foremost the course material is super interesting and timely. You get to explore vaccines from so many different angles and really understand why they have become such an important tool for public health. They bring in SUCH cool guest speakers pretty much every class for the second half of the semester, and you get to hear a variety of perspectives from real experts in the field. Highly recommend going to lecture because of how genuinely interesting I found it, but the other great thing about this course is that you can totally succeed without ever attending lecture. You have to write a one page response paper each week (with relatively simple prompts, never took me over 45 min), and as long as you quote from 2 of the readings you'll get full credit. Aside from the final project, that's really the only work you ever have in the class – pretty gemmy if you ask me.",0.9869,"I had taken the course with certain expectations –– relatively low workload, engaging guest lectures, etc., but that was definitely not my experience in the course. It ended up being a lot more work than expected and they only made it harder (by establishing more guidelines on the weekly response papers). It's very likely that they are going to enforce an attendance policy, and the class being at 9AM will kill you. I also felt that the podcast being the final project was something that wasn't my style. If you're looking for a gem, this ain't it.",-0.5106,"Take! This! Course! It is a true GEM.  The final project is worked on throughout this semester so it isn't too overwhelming at the end and there's only one paper a week (+ two drops allowed). Also, I don't think she'll be TFing this course next year but Sara was hands down the best section leader that I've had at my time at Harvard. She made all the information super applicable and memorized everyone's name in the class and kept everyone engaged. An amazing yet easy course that I would 100% recommend.",0.9858,,,,,,,,,
GENED 1175,"Vaccines: History, Science, Policy 001",Katz,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7ef8617b3bb7822b4dadee83ff0a0eb0b4ec377c7490131a9c8503f7b84ad9d39208a6cd9b2b056c4311a588f907b21c&ReportType=2&regl=en-US,FAS-218475-2228-1-1-001,FAS-218475-2228-1-1-001(Katz),175.0,196.0,3.88,4.0,5.0,1.0313764461812058,4.29,5.0,5.0,0.8625371385620951,3.78,3.0,3.0,2.51,4.03,4.0,4.0,0.93,0.65024375,0.80425,0.0,0.3742528015314166,0.06875,0.0,0.0,0.2726307606371108,"Such a great way to fulfill your Science and Tech Gened!!! First and foremost the course material is super interesting and timely. You get to explore vaccines from so many different angles and really understand why they have become such an important tool for public health. They bring in SUCH cool guest speakers pretty much every class for the second half of the semester, and you get to hear a variety of perspectives from real experts in the field. Highly recommend going to lecture because of how genuinely interesting I found it, but the other great thing about this course is that you can totally succeed without ever attending lecture. You have to write a one page response paper each week (with relatively simple prompts, never took me over 45 min), and as long as you quote from 2 of the readings you'll get full credit. Aside from the final project, that's really the only work you ever have in the class – pretty gemmy if you ask me.",0.9869,"I had taken the course with certain expectations –– relatively low workload, engaging guest lectures, etc., but that was definitely not my experience in the course. It ended up being a lot more work than expected and they only made it harder (by establishing more guidelines on the weekly response papers). It's very likely that they are going to enforce an attendance policy, and the class being at 9AM will kill you. I also felt that the podcast being the final project was something that wasn't my style. If you're looking for a gem, this ain't it.",-0.5106,"Take! This! Course! It is a true GEM.  The final project is worked on throughout this semester so it isn't too overwhelming at the end and there's only one paper a week (+ two drops allowed). Also, I don't think she'll be TFing this course next year but Sara was hands down the best section leader that I've had at my time at Harvard. She made all the information super applicable and memorized everyone's name in the class and kept everyone engaged. An amazing yet easy course that I would 100% recommend.",0.9858,,,,,,,,,
GENED 1181,Meritocracy and Its Critics 001,Sandel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1337066dd0b15b69c0cde38ebafb199c31b71727cefe0008a808803151c49d9937085c6b7e067cfb5f26532fac9041b1&ReportType=2&regl=en-US,FAS-220022-2228-1-1-001,FAS-220022-2228-1-1-001(Sandel),158.0,173.0,4.57,5.0,5.0,0.685269215830776,4.76,5.0,5.0,0.6107939971305326,3.05,3.0,2.0,1.57,4.67,5.0,5.0,0.7,0.7167626373626373,0.8213,0.6249,0.2930809560697262,0.0054945054945054,0.0,0.0,0.1177215522254266,"The best GENED Harvard has to offer and undoubtedly the best class I have taken here. The course was intellectually stimulating. The discussions in both lecture and section were fascinating, Prof. Sandel knows how to ask the right questions and find the core of the issue very quickly and focus the discussion on the most interesting points. He has a special talent in finding the controversial pain points and evoking a real desire in people to participate, I haven't seen this form of instruction in any of my other classes. The guest speakers were exceptional. The readings were not too long and super relevant. There was the perfect combination of philosophical discussions and practical debates on applications. We discussed issues that were relevant in the public debate like affirmative action. Really really recommend this class.Spend time on the essays and meet with section leader to discuss before because it really helps formulate a strong argument.",0.9908,It gets kind of repetitive and boring at times,-0.5563,This is certainly a gem if you want it to be.,0.4019,220022,Primarily for Undergraduate Students,General Education,General Education,,None,Ethics and Civics,Lecture,Meritocracy and Its Critics
GENED 1183,"The English Language Today, Yesterday, and Tomorrow 001",Donoghue,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7332bb3e807c334efdfec1394733c11387b61eead1967e9d62c90246c00e17b2aeedec8d159995d09d06ea4dc50d5e98&ReportType=2&regl=en-US,FAS-220023-2228-1-1-001,FAS-220023-2228-1-1-001(Donoghue),74.0,87.0,3.01,3.0,3.0,1.014839391184137,4.0,4.0,5.0,1.0870681541270408,4.46,4.0,4.0,2.52,2.89,3.0,3.0,1.17,0.5537108695652174,0.772,0.0,0.4981989518826839,-0.0326086956521739,0.0,0.0,0.124818709114169,"This class has an interesting topic, but I would only recommend it if they fix the course structure. The teaching staff often were not on the same page about things, which made it that much worse and even more confusing for the students. However, Professor Donoghue is a super nice and interesting person, and also so so SO understanding of personal things going on in your life. He is genuinely such a kind and caring professor, I don't think I could've finished this semester without him. He is also super passionate about the topic, so it was really fun getting to see him ""geek out"" over Olde English. He was also able to get a lot of really fun and interesting guest speakers to come speak to the class, which made the class super engaging.",0.9949,I really like Prof Donoghue but I unfortunately would not recommend this class. The organisation is poor – firstly there is no syllabus and so it's very difficult to know what is expected of you throughout the semester. The weekly exercises are tedious (and incredibly time consuming) and unrelated to what is taught in lecture. Lecture is interesting but very dense and the slides are scant so it is almost impossible to leave a lecture feeling like you know what is going on.,-0.7794,,0.0,,,,,,,,,
GERMAN 121,Culture of Convenience 1,Hamilton,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4b9fea2c11541303c0ebb86b52c437097b0975007515965e667334019012ea8e2038dccb2de17edec76b739bf9d6a83c&ReportType=2&regl=en-US,FAS-220179-2228-1-1-1,FAS-220179-2228-1-1-1(Hamilton),80.0,94.0,4.28,5.0,5.0,0.8973264763701143,4.51,5.0,5.0,0.8726353624385103,3.49,3.0,2.0,2.62,4.37,5.0,5.0,0.95,0.7195285714285714,0.8802,0.8979,0.3496989441113671,0.0571428571428571,0.0,0.0,0.2355041079768027,"Take this class! It helped me learn much more about certain topics and it helped me find ways to express them! It teaches you a lot about how technology and convenience have been viewed throughout the years as well as makes you think about the current state of the world and our relationship with technology and convenience. If you like thinking about things like the meaning of life, I feel like you could truly enjoy this course, because it takes one specific stance (in terms of the meaning of life) and then looks at the world critically from that perspective. Very fun course with amazing readings, and I think that anyone who does the readings and pays attention in lectures would enjoy it a lot!",0.9809,This course is thought–provoking and provocative as a whole. It explores contemporary themes. Take the readings seriously. You will get a lot from this course.,-0.1779,"I could not recommend this course enough. The professor was amazing, engaging and relaxing. The readings were interesting and not very challenging. A true gem of a course. The course granted be a more well rounded outlook on technology and generally how I plan to live my life – I find myself thinking of the lessons taught in this course on a semi–regular basis in my everyday life – and have altered decisions according to it.",0.8802,,,,,,,,,
SWEDISH 10A,Beginning Swedish Language and Literature 001,Broome,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6ae6638f4d04c3af84a49ee0898afa9afd403ba5e861e0bd5445e33c15332891193fe05352d3acd75c4866d52a9136a5&ReportType=2&regl=en-US,FAS-121412-2228-1-1-001,FAS-121412-2228-1-1-001(Broome),6.0,6.0,4.83,5.0,5.0,0.3775251680686369,5.0,5.0,5.0,0.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,0.0,0.8154399999999999,0.8495,0.8409,0.1501481701520201,0.0,0.0,0.0,0.0,"Swedish was the only class I would be happy to wake up at 9am for almost every day. Agnes is the sweetest person who tries her best to make the class as stress–free as possible. She's super reasonable and easy to talk to about anything. The pace of the class is perfect, but it's easy to fall behind if you don't study well enough for each chapter– so just make sure you keep yourself on track.",0.94,,0.0,,0.0,121412,Primarily for Undergraduate Students,Germanic Languages & Lit,Swedish,,None,,Lecture,Beginning Swedish Language and Literature
GHHP 30,"Global Oral Health: Healthy Teeth, Healthy Societies 001",Seymour,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a8e3701bd5a719d6a28e8015a1f4135bd66660704252bc32e6981b4884b421340508afcb950925ccb83886a1966c8b2c&ReportType=2&regl=en-US,FAS-216336-2228-1-1-001,FAS-216336-2228-1-1-001(Seymour),17.0,21.0,4.75,5.0,5.0,0.5573204290227127,4.86,5.0,5.0,0.348735088019777,2.87,3.0,3.0,0.74,4.75,5.0,5.0,0.58,0.6065222222222222,0.7766,-0.8165,0.5545750620470095,0.0,0.0,0.0,0.0,"If you love global health, oral health, or are interested in medicine, this class is for you. Professor Seymour teaches the class with a lot of reflection and application which will help you have a non–traditional learning experience. There is no memorization to this course. If you immerse yourself in conversations, readings, etc. you will really enjoy this class! It builds a very good community too!",0.94,"This is one of, if not the best course I've taken at Harvard. Dr. Seymour and Alyssa are phenomenal, the content is easy to digest, and it is a low stress course that emphasizes more on you retaining and learning the information than on memorization and stressful test taking. Please take this class if you're even considering it. Could not recommend more.",-0.8165,,0.0,216336,Primarily for Undergraduate Students,Global Health & Health Policy,Global Health & Health Policy,,Social Sciences,,Seminar,"Global Oral Health: Healthy Teeth, Healthy Societies"
GOV 20,Foundations of Comparative Politics 001,Wang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=73427775fd48a70b4131f69fc967f9a9861299a67702fe3e755e999bcfae79c4b9ed82ca739fc17aaa1841a664900ff6&ReportType=2&regl=en-US,FAS-117853-2228-1-1-001,FAS-117853-2228-1-1-001(Wang),64.0,75.0,3.94,4.0,5.0,1.1140858961698272,4.48,5.0,5.0,0.7843803447642765,6.57,6.0,5.0,3.1,3.77,4.0,4.0,1.12,0.6069369565217392,0.7731,0.9058,0.4152035647238837,0.0,0.0,0.0,0.0,"This was my favorite class this semester. I think Professor Wang does an amazing job with providing engaging and interesting lectures. The readings may seem like a lot at first, but they are actually really interesting and great foundational knowledge for those thinking about concentrating in government. If you are deciding whether or not you want to concentrate in government, or you are looking for a class to fulfill the comparative politics requirement, this class is a great choice. There are mainly quizzes instead of assignments, but after the first one you get what they're looking for, so the class is also pretty low stress. I would recommend taking this class to anyone interested in social sciences.",0.9868,"This class is interesting if you enjoy government, but it is not a good introductory class. The sections were difficult, there were a lot of reading, and we didn’t get explanations or practice before our final paper or before tests.",-0.5282,,0.0,117853,Primarily for Undergraduate Students,Government,Government,,Social Sciences,,Lecture,Foundations of Comparative Politics
