course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2024
GENED 1105,Can We Know Our Past? 001,Ur,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=20543181a945d2f292913314e9d144c814d1fb5bcb46a313fb0785a895a3f78a9e9c042ac10daeaae728473b68c0ef42&ReportType=2&regl=en-US,FAS-112378-2238-1-1-001,FAS-112378-2238-1-1-001(Ur),68.0,90.0,3.98,4.0,4.0,0.9318169499868676,4.83,5.0,5.0,0.462879493758985,3.72,4.0,4.0,1.61,3.98,4.0,5.0,1.14,0.7729333333333334,0.91415,0.6116,0.2919149330371458,0.0238095238095238,0.0,0.0,0.1543033499620919,"One of the best geneds I have taken at Harvard! Do look out for the two quizzes that happen every lecture, but don't let that scare you. As long as you skim the readings and attend lecture, you will be able to do well on them easily. I wouldn't say this class is a true gem (again–––two quizzes a week), but it is very well run and I feel like I learned a lot. Really the only assignments are weekly section write–ups (which can be done in 1.5 hours) and then a big Capstone project at the end (but you have a lot of freedom to make the project interesting to you)! Sometimes grading on the section assignments was a little harsh, but overall, a very manageable workload and I really did enjoy. The teaching staff are all so kind and really get you excited for the material. Also, sections are really amazing in this class! You literally get to do pottery :).",0.9943,Take this course if you have any interest at all in archaeology or anthropology. This course covered topics that were a bit more recent than I would've liked and did not cover as much about learning the more distant past from objects. I would say this is more of an anthropology and archaeological theory course. The reading quizzes are awful but the course staff are convinced that it is a necessary evil.,-0.3919,"One of the best geneds I have taken at Harvard! Do look out for the two quizzes that happen every lecture, but don't let that scare you. As long as you skim the readings and attend lecture, you will be able to do well on them easily. I wouldn't say this class is a true gem (again–––two quizzes a week), but it is very well run and I feel like I learned a lot. Really the only assignments are weekly section write–ups (which can be done in 1.5 hours) and then a big Capstone project at the end (but you have a lot of freedom to make the project interesting to you)! Sometimes grading on the section assignments was a little harsh, but overall, a very manageable workload and I really did enjoy. The teaching staff are all so kind and really get you excited for the material. Also, sections are really amazing in this class! You literally get to do pottery :).",0.9943,112378,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals; Science and Technology in Society",Lecture,Can We Know Our Past?
GENED 1114,Painting's Doubt: A Studio Course 001,Saunders,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ac3339861855ccc93c1ed313900cfed537860c807d787efa8b0ab9bb4bc99f8e011f3767e33e2f19a436f40b828a7f0b&ReportType=2&regl=en-US,FAS-212855-2238-1-1-001,FAS-212855-2238-1-1-001(Saunders),56.0,69.0,4.93,5.0,5.0,0.4422166387140533,4.85,5.0,5.0,0.5,7.92,7.0,6.0,3.94,4.84,5.0,5.0,0.54,0.8336,0.9037,0.802,0.2171310700451397,0.0,0.0,0.0,0.0,"This class was amazing, and you should definitely lottery for it if you have the chance. I really enjoyed the forced breaks from my pset classes and the privilege of having a studio space this semester, as well as the experience of making my own canvases. Doing the assignments felt more like fun than work. This class definitely has a large time commitment: one painting is due each week for much of the semester. However, the prompts are definitely really interesting and broad, and the class is much more about improvement and is definitely open to people of all skill levels. I also felt that the TFs and Matt are very understanding and the class is quite flexible. I had Maria, and she was amazing. She was super knowledgeable and I really enjoyed her demos and feedback. You should definitely take this class if you are able to get it.",0.9939,"dont take this course unless youve got an insanely light semester, you make a painting every week and its A LOT of work (unless you dont really care about what you make) i was in the studio sm like ngl it was depressing and pretty bad for my social life. would recommend pass/fail in a light semester, otherwise DONT (also lecture attendance is necessary even though you never need any of the info from it)",-0.1889,,0.0,,,,,,,,,
GENED 1116,Medical Ethics and History 001,Jones,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=987385f69d4f17af7dd7201c032445a959ffc74faa6a71bc9cc491ba9386bf059603eae88bc7127d7b1f8582c54fff12&ReportType=2&regl=en-US,FAS-108405-2238-1-1-001,FAS-108405-2238-1-1-001(Jones),133.0,149.0,4.56,5.0,5.0,0.656121215557728,4.79,5.0,5.0,0.4560480215720686,4.34,4.0,4.0,2.92,4.43,5.0,5.0,0.77,0.8094035294117647,0.9217,0.0,0.2794536197343542,0.0117647058823529,0.0,0.0,0.1084652289093281,"I would definitely take this class. I had no previous interest in anything medicine related at all, and would even say I had a strong disliking for it. I took this course for a gen ed requirement and LOVED it. The work is extremely manageable, I actually looked forward to working on the assignments (which is something I have never said before), and the readings were so interesting. Some of the readings are definitely on the longer side, but I skimmed those and as long as you get the basic idea, you should be totally fine for the tests, though they are so interesting and would honestly recommend reading them in full if you have time that week. The instruction is so great. The professor is amazing and makes the class so interesting. You can never get bored in this class, and again, this is coming from someone with no interest in medicine.",0.9932,"This class is interesting, but since it is full of premed students I wouldn't take this unless it's pass/fail. The readings are fairly long and the sections not very interactive, but you will probably learn a lot. The essays are on the shorter end for a Ethics and Civics gened, but still painful for a STEM concentrator.",-0.4588,"TAKE IT IF YOU CAN, especially if you're pre–med you'll love this class. this class is no gem but the content is so fascinating and the weekly readings are so interesting so take your time with them, section will help clarify some of the more difficult philosophical papers, the only flop was that the hour–long midterms gave you an excerpt of the readings and then ask you to name the author, found that very unproductive, otherwise i LOVED this class, dr. jones is an amazing lecturer and is so knowledgable",0.9771,,,,,,,,,
GENED 1120,The Political Economy of Globalization 001,Lawrence,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ca7cd4aa62cd3e8a158183b867c76eef2a2dc9f843b36bc1a63f5eaa514d1d6c79db57284ea29c0700b4244c2223c04e&ReportType=2&regl=en-US,FAS-107821-2238-1-1-001,FAS-107821-2238-1-1-001(Lawrence),140.0,175.0,3.53,4.0,4.0,1.2376918793135925,3.94,4.0,5.0,1.0941072648834334,4.83,4.0,4.0,2.87,3.43,4.0,4.0,1.24,0.47958,0.7037,0.0,0.5684392767152002,0.0153846153846153,0.0,0.0,0.1240347345892084,"This class is worth taking but only worth taking if done with intention. This is my first GenEd and it wasn't exactly the walk in the park I expected but it was pretty close. If you actually watch the modules and do the readings you're going to be in the top half of the class (and the top half gets an A). That said, a large component of your grade is the policy memos so it's best not just to start those early but to meet with your TF about them so that they know you're putting in the work. Even more importantly with the memos, the grading can feel arbitrary and more based on your TF's personal preferences than the rubric or the sample memos you're given which is why it's so important to talk to your TF. With the reading quizzes, you cannot cannot cannot be late to class because you'll miss them and you don't get any drops for quizzes you don't take. The difficulty on those quizzes varies but they are generally pretty easy—in stark contrast to previous years. This is one of those classes where effort and effort alone makes it pretty simple to succeed. That said, some economics background would probably be helpful. The lectures are the best part of the class, so make sure you attend and learn something from the incredible slate of individuals that take their time to talk to you about economics. Also, since this class double counts for both the Econ concentration requirements and for your Gened requirement (where you can choose which category it fits into) this is a must–take just because of the flexibility it gives you.",0.995,"This class lacked clear direction. I came in expecting to be given a framework for thinking about globalization, but instead never received the teaching staff's logic for why they structured the course the way they did. Moreover, the asynchronous videos were terribly inconsistent in their depth/there were often imprecise descriptions that muddied my understanding. I was also not a fan of the way the professors held themselves during lecture: there were times when one would talk over the other professor or invited guests very aggressively and times when they would threaten to cold call in an unproductive/belittling way (it is important to note that they did not receive answers from students with encouragement/constructive criticism: students were usually met with blank stares or needlessly harsh corrections). In addition, the reading list was terribly curated (we would not discuss them in section/it was unclear what added value they brought), some of the links would not work because of paywalls (there should have been a much more coordinated attempt at uploading them to Canvas), readings would be added last minute, etc. etc. And, finally, the grading for the midterm was hopelessly opaque & the students only realized AFTER the exam the standards that they would be held to. This is coming from someone who did well on the midterm, so it is not merely bitterness at results coming through. Would not recommend.",-0.9789,"This class is an excellent gem as far as Geneds go. It has a reputation for being difficult, which I don't understand. Class is only once a week, which saves you time. You also don't need to stay for the entire class, because attendance happens at the start and there are >200 other people there. There are only two assignments, and each is only four pages long (double–spaced). The midterm is straightforward, and the final is take–home. Grading is harsh, but the final curve is not, so it doesn't matter. If you're looking for an easy way to cheese either your Ethics requirement or the HSI one, take this class. If you pass/fail it, the class will genuinely take you under 30 minutes per week on average, and if not, it won't be above 1 hour a week (including time in lecture).",0.4576,,,,,,,,,
GENED 1120,The Political Economy of Globalization 001,Summers,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=51cafe21b90cc749ba7e5360dbf6fc3593d7a4ccc04a6f3caf40fb63ef077ba55c7ed5b5a3bdf1846f917811df02c096&ReportType=2&regl=en-US,FAS-107821-2238-1-1-001,FAS-107821-2238-1-1-001(Summers),140.0,175.0,3.53,4.0,4.0,1.2376918793135925,3.52,4.0,5.0,1.342731258107392,4.83,4.0,4.0,2.87,3.43,4.0,4.0,1.24,0.47958,0.7037,0.0,0.5684392767152002,0.0153846153846153,0.0,0.0,0.1240347345892084,"This class is worth taking but only worth taking if done with intention. This is my first GenEd and it wasn't exactly the walk in the park I expected but it was pretty close. If you actually watch the modules and do the readings you're going to be in the top half of the class (and the top half gets an A). That said, a large component of your grade is the policy memos so it's best not just to start those early but to meet with your TF about them so that they know you're putting in the work. Even more importantly with the memos, the grading can feel arbitrary and more based on your TF's personal preferences than the rubric or the sample memos you're given which is why it's so important to talk to your TF. With the reading quizzes, you cannot cannot cannot be late to class because you'll miss them and you don't get any drops for quizzes you don't take. The difficulty on those quizzes varies but they are generally pretty easy—in stark contrast to previous years. This is one of those classes where effort and effort alone makes it pretty simple to succeed. That said, some economics background would probably be helpful. The lectures are the best part of the class, so make sure you attend and learn something from the incredible slate of individuals that take their time to talk to you about economics. Also, since this class double counts for both the Econ concentration requirements and for your Gened requirement (where you can choose which category it fits into) this is a must–take just because of the flexibility it gives you.",0.995,"This class lacked clear direction. I came in expecting to be given a framework for thinking about globalization, but instead never received the teaching staff's logic for why they structured the course the way they did. Moreover, the asynchronous videos were terribly inconsistent in their depth/there were often imprecise descriptions that muddied my understanding. I was also not a fan of the way the professors held themselves during lecture: there were times when one would talk over the other professor or invited guests very aggressively and times when they would threaten to cold call in an unproductive/belittling way (it is important to note that they did not receive answers from students with encouragement/constructive criticism: students were usually met with blank stares or needlessly harsh corrections). In addition, the reading list was terribly curated (we would not discuss them in section/it was unclear what added value they brought), some of the links would not work because of paywalls (there should have been a much more coordinated attempt at uploading them to Canvas), readings would be added last minute, etc. etc. And, finally, the grading for the midterm was hopelessly opaque & the students only realized AFTER the exam the standards that they would be held to. This is coming from someone who did well on the midterm, so it is not merely bitterness at results coming through. Would not recommend.",-0.9789,"This class is an excellent gem as far as Geneds go. It has a reputation for being difficult, which I don't understand. Class is only once a week, which saves you time. You also don't need to stay for the entire class, because attendance happens at the start and there are >200 other people there. There are only two assignments, and each is only four pages long (double–spaced). The midterm is straightforward, and the final is take–home. Grading is harsh, but the final curve is not, so it doesn't matter. If you're looking for an easy way to cheese either your Ethics requirement or the HSI one, take this class. If you pass/fail it, the class will genuinely take you under 30 minutes per week on average, and if not, it won't be above 1 hour a week (including time in lecture).",0.4576,,,,,,,,,
GENED 1129,Infectious Diseases and Social Injustice 001,Goldmann,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=93a2e67482485c0b1449b6bda1af471a814d5d6e69e5a194638619414ce7505d23aa38276d312cb07baf3c8e496f79e2&ReportType=2&regl=en-US,FAS-110382-2238-1-1-001,FAS-110382-2238-1-1-001(Goldmann),17.0,18.0,4.0,4.0,4.0,0.9639984073082948,4.17,4.5,5.0,0.9852959356498334,4.07,4.0,3.0,1.94,3.67,4.0,4.0,1.11,0.5647571428571428,0.9747,0.3446,0.6340547764379743,0.0,0.0,0.0,0.0,"I loved this class! From reading the syllabus you can probably tell it involves a bit more work than the average GENED class, but it's 100% worth it in this case! We got to learn about lots of different topics with a really engaged and caring teaching team, the assignments weren't too time consuming and were pretty fun (you get to choose from a selection of books to work with, and get to watch pretty cool movies!), and we were constantly relating the material learned to our current reality. Overall a really great option for a science gened.",0.9902,"This class is incredibly hard if you do not like the deep science needed to understand the topics. The teacher is terrible and goes on tangents, forgetting to teach.",-0.7098,,0.0,,,,,,,,,
GENED 1131,Loss 001,Coleman,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bf22e060d5f1fd2cb5607020c6c9e9c158bd6c725bf21254335bb6a9a9b55e7f44125a31cf2baa181f1e91a5e9638b8b&ReportType=2&regl=en-US,FAS-212841-2238-1-1-001,FAS-212841-2238-1-1-001(Coleman),22.0,31.0,4.33,5.0,5.0,0.8995509541943243,4.71,5.0,5.0,0.7587869106393281,4.9,4.0,4.0,2.19,4.14,4.0,5.0,1.06,0.47585,0.61745,0.0946,0.4957027658373751,0.0,0.0,0.0,0.0,"INCREDIBLE CLASS. The selected readings and books are excellent; Joan Didion's ""Year of Magical Thinking"" is a must–read. Professor Coleman is a great lecturer and it is so clear that she is passionate about her students and the powerful topic of grief (be prepared to discuss some very sad but meaningful poems and art!). Section was probably my favorite section from any class I've taken at Harvard, highly focused and great conversations. This class does have multiple weekly assignments and readings that you must stay on top of, but the quizzes are more than fair (ridiculously easy). This class had the most helpful feedback on improving my written work that I've ever received at Harvard. The final paper is highly personal (prompt: write about a loss in your community) and has the potential to be a lifelong memory; it was for me.10/10 class, though not a gem due to multiple weekly assignments. Definitely my favorite GENED I have taken, by far.",0.992,"This course is very easy, but sometimes the work can seem trivial and the grades given may seem nit–picky. I often found the course more annoying than difficult. The professor can sometimes have a very pretentious air, so avoid this course if that might really bother you.",-0.9328,,0.0,,,,,,,,,
GENED 1133,Is the U.S. Civil War Still Being Fought? 001,Stauffer,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=79e65212135c63cc18d518167a4509a90265e7eb4762c3c22bae64e8775b32ce2f55dd6d59701e5ab85c594cc7f754eb&ReportType=2&regl=en-US,FAS-128327-2238-1-1-001,FAS-128327-2238-1-1-001(Stauffer),36.0,48.0,4.45,5.0,5.0,0.6723244767373876,4.85,5.0,5.0,0.4578165130223675,3.42,3.0,3.0,1.43,4.55,5.0,5.0,0.62,0.7136954545454546,0.84975,0.0,0.3234088190882698,0.0,0.0,0.0,0.0,"This class is pretty well organized and has really interesting and valuable readings, so make sure you do them, especially the shorter ones and Beloved. It's not too hard to get an A in this class, as long as you go to the exam reviews and you do your best on the Pithy Commentaries. I had a good experience in this class. Professor Stauffer is very sweet, and Cleo is an amazing TF :).",0.9849,,0.0,,0.0,,,,,,,,,
GENED 1136,Power and Civilization: China 001,Bol,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e3ab15ba45505944e536c0b14ea2b7a4fbb16a1f43f0476da5f93ebe857bd7a6b00fa69ed3b3f8471317cd6c26267457&ReportType=2&regl=en-US,FAS-142451-2238-1-1-001,FAS-142451-2238-1-1-001(Bol),16.0,20.0,4.0,4.0,5.0,1.1268988375621878,4.43,5.0,5.0,0.9053313314057012,7.13,5.0,5.0,5.58,3.94,4.0,5.0,1.12,0.4768384615384615,0.743,0.743,0.4956692774059156,0.0,0.0,0.0,0.0,"Great class. Professors and TF are amazing, and the lectures are engaging. It was a bit more work for a GenEd, but overall it was worth it because I felt like I learned a lot and enjoyed the class. Would definitely recommend!",0.9712,"This class will teach you a lot about China, Chinese culture, and the history of China. However, this is a fair amount of work. You have to watch videos, do little quizzes about them, and read a fairly large volume of material each week. If you skip doing something you will regret it. Also, if you're not a fan of flipped classroom (lectures with the most content are videotaped and watched on your own time) then know that this class has that set–up.",-0.3532,,0.0,142451,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,Power and Civilization: China
GENED 1136,Power and Civilization: China 001,Kirby,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=faf4bf5ed215b548459ae12293b52895db298b5105548f9519fc5131c38ccb5f854b040f66a4941fcea4cb505943c414&ReportType=2&regl=en-US,FAS-142451-2238-1-1-001,FAS-142451-2238-1-1-001(Kirby),16.0,20.0,4.0,4.0,5.0,1.1268988375621878,4.23,5.0,5.0,1.0456258094238748,7.13,5.0,5.0,5.58,3.94,4.0,5.0,1.12,0.4768384615384615,0.743,0.0082,0.4956692774059156,0.0,0.0,0.0,0.0,"Great class. Professors and TF are amazing, and the lectures are engaging. It was a bit more work for a GenEd, but overall it was worth it because I felt like I learned a lot and enjoyed the class. Would definitely recommend!",0.9712,"This class will teach you a lot about China, Chinese culture, and the history of China. However, this is a fair amount of work. You have to watch videos, do little quizzes about them, and read a fairly large volume of material each week. If you skip doing something you will regret it. Also, if you're not a fan of flipped classroom (lectures with the most content are videotaped and watched on your own time) then know that this class has that set–up.",-0.3532,,0.0,142451,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,Power and Civilization: China
GENED 1145,Global Japanese Cinema 001,Zahlten,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=07c708241c44d6dcf2a9bdc7abf089d4b6be914299e3904eabf797604b29493b4c13111790f1ebacd5b9d01e9152d66f&ReportType=2&regl=en-US,FAS-159550-2238-1-1-001,FAS-159550-2238-1-1-001(Zahlten),46.0,53.0,4.43,5.0,5.0,0.9053313314057012,4.76,5.0,5.0,0.5340903718028676,4.33,4.0,4.0,3.08,4.33,5.0,5.0,0.83,0.6389172413793104,0.8826,0.0,0.4525208725012152,0.0,0.0,0.0,0.0,"This class was fun and mostly low–stress! You watch some cool movies, learn some cool things about film techniques and analysis, and discuss Japanese cinema in the context of certain critical lenses. The weekly discussion posts are short and fun, and the video essays are quite a pleasant alternative to writing long tedious essays! Prof Zahlten is super nice and knowledgable and cares about his students, too! The one downside to the class is that it's a 9 am class where attendance is mandatory, which can be painful when the semester ramps up. The mandatory film screenings also take up two hours outside of class time every week, which is something to consider in terms of time commitment. Overall, highly recommended Gen Ed class. It's interesting, fun, and relatively low–stress!",0.9847,I liked what I learnt –– the staff is very approachable and knowledgeable! But there was quite a bit of work and the class timings were brutal.,-0.722,,0.0,159550,Primarily for Undergraduate Students,General Education,General Education,,None,Aesthetics and Culture,Lecture,Global Japanese Cinema
GENED 1148,"Moctezuma’s Mexico Then and Now: Ancient Empires, Race Mixture, and Finding LatinX 001",Carrasco,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7d93fdd6d6560a8a76dce96de8a4f44e28daada11623d06cce3c6e0d2fd8a460934056f2c513a6187f19dc101251b119&ReportType=2&regl=en-US,FAS-112754-2238-1-1-001,FAS-112754-2238-1-1-001(Carrasco),35.0,50.0,3.85,4.0,4.0,0.9973231499100652,4.31,5.0,5.0,1.0558652779348865,3.32,3.0,3.0,1.86,3.77,4.0,4.0,1.14,0.6651461538461538,0.7863,0.9768,0.4605831948290931,0.0769230769230769,0.0,0.0,0.2773500981126146,"Pros: this class is easy. Like, except for the midterm week and the section presentation week, I never did any work for this class. There is an ungodly amount of readings, but that's actually a good thing–––if there's too much to read, nobody will do the readings, which means everybody is equally clueless during section discussions! So... yeah. You don't need to do the readings unless you want to. It's really a ""you get out what you put in"" sort of class.Cons: It needs a much greater emphasis on the ""now"" part of Moctezuma's Mexico: Then and Now. It really felt like I was learning history for no good reason beyond Harvard having a deranged philosophy that we all need to take courses irrelevant to our field of study with no importance to daily life. PLEASE teach us about modern–day Mexican culture more than just saying ""here is the history, and yes, it is still important today."" I felt like what I learned was at best loosely related to Mexican culture and politics today, which is really all I have any incentive to care about. The biggest issue I have is that I found it really really REALLY boring. That said, the easiness makes up for it. Gem in a workload sense, absolutely miserable in a content sense. Obviously, not everyone will feel that way: if you're interested in Mexican history, it will probably be an amazing class for you.",0.9928,"the lecturers have firsthand experience with the discussions. That being said, delivery, intonation, and overall articulation are horrible. They both had soft monotone voices that made you fight against sleep the entire time. It was overall difficult to stay engaged during lectures.",-0.7096,"Really enjoyed the course material and the teaching team is amazing and super enthusiastic. However, lecture can feel a bit disorganized at times and there are a lot of readings listed, however you do not need to complete them all to participate in section. For the little work put in throughout the semester, the midterm and final are pretty lengthy to make up for it. Overall though, I would still say this class is a gem because it is a fairly light workload but also really interesting material about transculturation, indigeneity, and modern identities.",0.9142,112754,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,"Moctezuma’s Mexico Then and Now: Ancient Empires, Race Mixture, and Finding LatinX"
GENED 1148,"Moctezuma’s Mexico Then and Now: Ancient Empires, Race Mixture, and Finding LatinX 001",Fash,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=230775a56d72c23d8e0736f91b8913ad4d927143ee70ee6aad8dabafd7eb7e8f52987f6150f9b788071b81013cc4332d&ReportType=2&regl=en-US,FAS-112754-2238-1-1-001,FAS-112754-2238-1-1-001(Fash),35.0,50.0,3.85,4.0,4.0,0.9973231499100652,4.07,5.0,5.0,1.071391052734149,3.32,3.0,3.0,1.86,3.77,4.0,4.0,1.14,0.6651461538461538,0.7863,0.9768,0.4605831948290931,0.0769230769230769,0.0,0.0,0.2773500981126146,"Pros: this class is easy. Like, except for the midterm week and the section presentation week, I never did any work for this class. There is an ungodly amount of readings, but that's actually a good thing–––if there's too much to read, nobody will do the readings, which means everybody is equally clueless during section discussions! So... yeah. You don't need to do the readings unless you want to. It's really a ""you get out what you put in"" sort of class.Cons: It needs a much greater emphasis on the ""now"" part of Moctezuma's Mexico: Then and Now. It really felt like I was learning history for no good reason beyond Harvard having a deranged philosophy that we all need to take courses irrelevant to our field of study with no importance to daily life. PLEASE teach us about modern–day Mexican culture more than just saying ""here is the history, and yes, it is still important today."" I felt like what I learned was at best loosely related to Mexican culture and politics today, which is really all I have any incentive to care about. The biggest issue I have is that I found it really really REALLY boring. That said, the easiness makes up for it. Gem in a workload sense, absolutely miserable in a content sense. Obviously, not everyone will feel that way: if you're interested in Mexican history, it will probably be an amazing class for you.",0.9928,"the lecturers have firsthand experience with the discussions. That being said, delivery, intonation, and overall articulation are horrible. They both had soft monotone voices that made you fight against sleep the entire time. It was overall difficult to stay engaged during lectures.",-0.7096,"Really enjoyed the course material and the teaching team is amazing and super enthusiastic. However, lecture can feel a bit disorganized at times and there are a lot of readings listed, however you do not need to complete them all to participate in section. For the little work put in throughout the semester, the midterm and final are pretty lengthy to make up for it. Overall though, I would still say this class is a gem because it is a fairly light workload but also really interesting material about transculturation, indigeneity, and modern identities.",0.9142,112754,Primarily for Undergraduate Students,General Education,General Education,,None,"Histories, Societies, Individuals",Lecture,"Moctezuma’s Mexico Then and Now: Ancient Empires, Race Mixture, and Finding LatinX"
GENED 1165,Superheroes and Power 001,Burt,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8690b69b4597e77854f4c9f47d00b8926509aeb7f5267703ef4c7ec3d81cfe0d805566f069b977cb147102b35ee37d91&ReportType=2&regl=en-US,FAS-215872-2238-1-1-001,FAS-215872-2238-1-1-001(Burt),134.0,167.0,3.27,3.0,3.0,1.2663077641455704,3.84,4.0,5.0,1.1518405945738257,3.75,3.0,3.0,2.96,3.21,3.0,3.0,1.33,0.4422879310344828,0.67025,0.0,0.5675089454670454,0.0172413793103448,0.0,0.0,0.1313064328597225,"Be prepared to read.On good days, you will be assigned around 3–6 comic issues to read, each taking me about 15–20 minutes to read, and perhaps you will send a ""Question of the Day,"" detailing a question you had about your readings to the professor and the TA, proving you did the readings.On bad days, you will be assigned a novel to read in a single weekend, the longest being around 300 pages, and you will have to send a Question of the Day.In this class, you may be asked to do a roleplaying session with a group, in which you act out as a character you design, and hope the person narrating your story is creative enough to keep it interesting. Also, if your group is small, and half your group is absent, it makes it hard to tell the story. Still, I heard great stories being told when we shared these DND–esque stories, and they seem genuinely fun! Attendance was mandatory. Not fun. They will count how many of you are in class, so don't think you can get by by having someone send you the link to the attendance. If you get caught multiple times, you will get talked to by the professor.Essays are not too difficult. Can be up to 1500 words if I recall correctly. Just basic interpretation of comics that we've read.We were given the choice between a final exam that was supposed to be easy, and a final project that required you to read 5 stories of some superhero. I chose the latter, personally because I did not do most of the readings.Lectures are not very substantial in terms of understanding the readings, but can be interesting to watch what happens that day in class. Never a dull moment there.Take the class if you like superheroes (if you don't know anything about them, you'll be totally fine), and if you will be fine with the readings. You will likely end up with an A, A–, or B+, but you better work on those essays to make sure they get As or A–s because you only get 2 and they make up a large percentage of your grade. Risk it if you want.",0.9833,"Don't take this course. The class is extremely disorganized and chaotic. I was really excited about this class because I know nothing about comics and looked forward to the chance to learn more. Unfortunately, I spent much of the course confused and disengaged. The entire course felt haphazard and poorly planned –– and not in a good/gemmy way. Each class felt impromptu –– there were never any slides, and lectures frequently got derailed.  I don't feel like I learned anything. The assignments all felt like busy work, and we were held to a very hard grading standard (Professor Burt said that A level work should be of ""publishable quality,"" which feels like an unfair standard for an entry–level GenEd course).",-0.95,"Unless the structure of the class changes substantially, I really recommend you don't take it. The class is advertised as a gem, which is only partially true. There is not a lot of work in the class, but the grading is not particularly generous, so you're definitely not guaranteed an A. Occasionally Professor Burt gave interesting lectures (she is a brilliant, hilarious, well–spoken, and entertaining person). Much of the class, however, involved a role–playing game whereby you pretend to be a superhero and tell a story about adventures your superhero goes on with other people in the class. This may sound appealing, but it is not. It is awkward, tedious, not fun, and incredibly uneducational. There are so many aesthetics and culture geneds at Harvard that can provide you an interesting foray into that world. I suggest you pick one other than this.",0.973,,,,,,,,,
